"target_doi","year","citation_count","PY","years_since_pub","scite_total_citation_count"
"10.1093/cercor/bhu303",2020,22,2016,4,78
"10.1093/cercor/bhv086",2016,12,2016,0,170
"10.1093/cercor/bhv086",2017,27,2016,1,170
"10.1093/cercor/bhv086",2018,35,2016,2,170
"10.1093/cercor/bhv086",2019,42,2016,3,170
"10.1093/cercor/bhv086",2020,54,2016,4,170
"10.1093/cercor/bhv111",2015,4,2015,0,157
"10.1093/cercor/bhv111",2016,20,2015,1,157
"10.1093/cercor/bhv111",2017,28,2015,2,157
"10.1093/cercor/bhv111",2018,25,2015,3,157
"10.1093/cercor/bhv111",2019,37,2015,4,157
"10.1093/cercor/bhv111",2020,43,2015,5,157
"10.1093/cercor/bhv226",2017,7,2017,0,26
"10.1093/cercor/bhv226",2018,5,2017,1,26
"10.1093/cercor/bhv226",2019,8,2017,2,26
"10.1093/cercor/bhv226",2020,6,2017,3,26
"10.1093/cercor/bhv262",2016,3,2016,0,13
"10.1093/cercor/bhv262",2017,4,2016,1,13
"10.1093/cercor/bhv262",2018,2,2016,2,13
"10.1093/cercor/bhv262",2019,1,2016,3,13
"10.1093/cercor/bhv262",2020,3,2016,4,13
"10.1093/cercor/bhv288",2017,11,2017,0,41
"10.1093/cercor/bhv288",2018,11,2017,1,41
"10.1093/cercor/bhv288",2019,6,2017,2,41
"10.1093/cercor/bhv288",2020,13,2017,3,41
"10.1093/cercor/bhv325",2017,2,2017,0,14
"10.1093/cercor/bhv325",2018,4,2017,1,14
"10.1093/cercor/bhv325",2019,4,2017,2,14
"10.1093/cercor/bhv325",2020,4,2017,3,14
"10.1093/cercor/bhw068",2016,11,2016,0,105
"10.1093/cercor/bhw068",2017,22,2016,1,105
"10.1093/cercor/bhw068",2018,26,2016,2,105
"10.1093/cercor/bhw068",2019,16,2016,3,105
"10.1093/cercor/bhw068",2020,30,2016,4,105
"10.1093/cercor/bhw077",2017,3,2017,0,24
"10.1093/cercor/bhw077",2018,5,2017,1,24
"10.1093/cercor/bhw077",2019,9,2017,2,24
"10.1093/cercor/bhw077",2020,7,2017,3,24
"10.1093/cercor/bhw206",2017,0,2017,0,5
"10.1093/cercor/bhw206",2018,2,2017,1,5
"10.1093/cercor/bhw206",2019,1,2017,2,5
"10.1093/cercor/bhw206",2020,2,2017,3,5
"10.1093/cercor/bhw225",2016,0,2016,0,25
"10.1093/cercor/bhw225",2017,6,2016,1,25
"10.1093/cercor/bhw225",2018,7,2016,2,25
"10.1093/cercor/bhw225",2019,6,2016,3,25
"10.1093/cercor/bhw225",2020,6,2016,4,25
"10.1093/cercor/bhw300",2017,3,2017,0,14
"10.1093/cercor/bhw300",2018,2,2017,1,14
"10.1093/cercor/bhw300",2019,2,2017,2,14
"10.1093/cercor/bhw300",2020,7,2017,3,14
"10.1093/cercor/bhw325",2017,0,2017,0,6
"10.1093/cercor/bhw325",2018,2,2017,1,6
"10.1093/cercor/bhw325",2019,1,2017,2,6
"10.1093/cercor/bhw325",2020,3,2017,3,6
"10.1093/cercor/bhw396",2018,7,2018,0,15
"10.1093/cercor/bhw396",2019,4,2018,1,15
"10.1093/cercor/bhw396",2020,4,2018,2,15
"10.1093/cercor/bhx014",2018,5,2018,0,13
"10.1093/cercor/bhx014",2019,5,2018,1,13
"10.1093/cercor/bhx014",2020,3,2018,2,13
"10.1093/cercor/bhx051",2018,1,2018,0,9
"10.1093/cercor/bhx051",2019,3,2018,1,9
"10.1093/cercor/bhx051",2020,5,2018,2,9
"10.1093/cercor/bhx056",2017,1,2017,0,10
"10.1093/cercor/bhx056",2018,3,2017,1,10
"10.1093/cercor/bhx056",2019,3,2017,2,10
"10.1093/cercor/bhx056",2020,3,2017,3,10
"10.1093/cercor/bhx140",2018,9,2018,0,33
"10.1093/cercor/bhx140",2019,8,2018,1,33
"10.1093/cercor/bhx140",2020,16,2018,2,33
"10.1093/cercor/bhx148",2018,8,2018,0,13
"10.1093/cercor/bhx148",2019,3,2018,1,13
"10.1093/cercor/bhx148",2020,2,2018,2,13
"10.1093/cercor/bhx195",2018,1,2018,0,17
"10.1093/cercor/bhx195",2019,6,2018,1,17
"10.1093/cercor/bhx195",2020,10,2018,2,17
"10.1093/cercor/bhx222",2018,2,2018,0,14
"10.1093/cercor/bhx222",2019,6,2018,1,14
"10.1093/cercor/bhx222",2020,6,2018,2,14
"10.1093/cercor/bhy208",2018,0,2018,0,7
"10.1093/cercor/bhy208",2019,4,2018,1,7
"10.1093/cercor/bhy208",2020,3,2018,2,7
"10.1093/chemse/bjw066",2016,0,2016,0,3
"10.1093/chemse/bjw066",2017,1,2016,1,3
"10.1093/chemse/bjw066",2018,1,2016,2,3
"10.1093/chemse/bjw066",2019,1,2016,3,3
"10.1093/chemse/bjw066",2020,0,2016,4,3
"10.1093/gerona/glp117",2009,0,2009,0,159
"10.1093/gerona/glp117",2010,9,2009,1,159
"10.1093/gerona/glp117",2011,16,2009,2,159
"10.1093/gerona/glp117",2012,16,2009,3,159
"10.1093/gerona/glp117",2013,13,2009,4,159
"10.1093/gerona/glp117",2014,15,2009,5,159
"10.1093/gerona/glp117",2015,19,2009,6,159
"10.1093/gerona/glp117",2016,19,2009,7,159
"10.1093/gerona/glp117",2017,16,2009,8,159
"10.1093/gerona/glp117",2018,12,2009,9,159
"10.1093/gerona/glp117",2019,12,2009,10,159
"10.1093/gerona/glp117",2020,12,2009,11,159
"10.1093/geronb/gbp072",2009,0,2009,0,35
"10.1093/geronb/gbp072",2010,0,2009,1,35
"10.1093/geronb/gbp072",2011,2,2009,2,35
"10.1093/geronb/gbp072",2012,3,2009,3,35
"10.1093/geronb/gbp072",2013,2,2009,4,35
"10.1093/geronb/gbp072",2014,4,2009,5,35
"10.1093/geronb/gbp072",2015,3,2009,6,35
"10.1093/geronb/gbp072",2016,6,2009,7,35
"10.1093/geronb/gbp072",2017,5,2009,8,35
"10.1093/geronb/gbp072",2018,4,2009,9,35
"10.1093/geronb/gbp072",2019,3,2009,10,35
"10.1093/geronb/gbp072",2020,3,2009,11,35
"10.1093/geronb/gbu027",2015,1,2015,0,4
"10.1093/geronb/gbu027",2016,1,2015,1,4
"10.1093/geronb/gbu027",2017,1,2015,2,4
"10.1093/geronb/gbu027",2018,1,2015,3,4
"10.1093/geronb/gbu027",2019,0,2015,4,4
"10.1093/geronb/gbu027",2020,0,2015,5,4
"10.1093/geronb/gbu108",2014,0,2014,0,16
"10.1093/geronb/gbu108",2015,0,2014,1,16
"10.1093/geronb/gbu108",2016,6,2014,2,16
"10.1093/geronb/gbu108",2017,2,2014,3,16
"10.1093/geronb/gbu108",2018,3,2014,4,16
"10.1093/geronb/gbu108",2019,5,2014,5,16
"10.1093/geronb/gbu108",2020,0,2014,6,16
"10.1093/jlb/lsv003",2015,1,2015,0,3
"10.1093/jlb/lsv003",2016,0,2015,1,3
"10.1093/jlb/lsv003",2017,1,2015,2,3
"10.1093/jlb/lsv003",2018,1,2015,3,3
"10.1093/jlb/lsv003",2019,0,2015,4,3
"10.1093/jlb/lsv003",2020,0,2015,5,3
"10.1093/joc/jqy043",2018,1,2018,0,9
"10.1093/joc/jqy043",2019,0,2018,1,9
"10.1093/joc/jqy043",2020,8,2018,2,9
"10.1093/jpepsy/jsy009",2018,2,2018,0,4
"10.1093/jpepsy/jsy009",2019,1,2018,1,4
"10.1093/jpepsy/jsy009",2020,1,2018,2,4
"10.1093/jpepsy/jsy025",2018,3,2018,0,5
"10.1093/jpepsy/jsy025",2019,0,2018,1,5
"10.1093/jpepsy/jsy025",2020,2,2018,2,5
"10.1093/ntr/ntu010",2014,0,2014,0,9
"10.1093/ntr/ntu010",2015,4,2014,1,9
"10.1093/ntr/ntu010",2016,2,2014,2,9
"10.1093/ntr/ntu010",2017,0,2014,3,9
"10.1093/ntr/ntu010",2018,1,2014,4,9
"10.1093/ntr/ntu010",2019,0,2014,5,9
"10.1093/ntr/ntu010",2020,2,2014,6,9
"10.1093/scan/nsn042",2009,1,2009,0,165
"10.1093/scan/nsn042",2010,5,2009,1,165
"10.1093/scan/nsn042",2011,15,2009,2,165
"10.1093/scan/nsn042",2012,10,2009,3,165
"10.1093/scan/nsn042",2013,9,2009,4,165
"10.1093/scan/nsn042",2014,9,2009,5,165
"10.1093/scan/nsn042",2015,14,2009,6,165
"10.1093/scan/nsn042",2016,14,2009,7,165
"10.1093/scan/nsn042",2017,24,2009,8,165
"10.1093/scan/nsn042",2018,15,2009,9,165
"10.1093/scan/nsn042",2019,12,2009,10,165
"10.1093/scan/nsn042",2020,37,2009,11,165
"10.1093/scan/nsn044",2009,3,2009,0,275
"10.1093/scan/nsn044",2010,12,2009,1,275
"10.1093/scan/nsn044",2011,27,2009,2,275
"10.1093/scan/nsn044",2012,24,2009,3,275
"10.1093/scan/nsn044",2013,24,2009,4,275
"10.1093/scan/nsn044",2014,21,2009,5,275
"10.1093/scan/nsn044",2015,18,2009,6,275
"10.1093/scan/nsn044",2016,17,2009,7,275
"10.1093/scan/nsn044",2017,32,2009,8,275
"10.1093/scan/nsn044",2018,21,2009,9,275
"10.1093/scan/nsn044",2019,44,2009,10,275
"10.1093/scan/nsn044",2020,32,2009,11,275
"10.1093/scan/nsn048",2009,3,2009,0,69
"10.1093/scan/nsn048",2010,6,2009,1,69
"10.1093/scan/nsn048",2011,12,2009,2,69
"10.1093/scan/nsn048",2012,10,2009,3,69
"10.1093/scan/nsn048",2013,4,2009,4,69
"10.1093/scan/nsn048",2014,2,2009,5,69
"10.1093/scan/nsn048",2015,8,2009,6,69
"10.1093/scan/nsn048",2016,3,2009,7,69
"10.1093/scan/nsn048",2017,2,2009,8,69
"10.1093/scan/nsn048",2018,5,2009,9,69
"10.1093/scan/nsn048",2019,8,2009,10,69
"10.1093/scan/nsn048",2020,6,2009,11,69
"10.1093/scan/nsn050",2009,4,2009,0,156
"10.1093/scan/nsn050",2010,6,2009,1,156
"10.1093/scan/nsn050",2011,10,2009,2,156
"10.1093/scan/nsn050",2012,9,2009,3,156
"10.1093/scan/nsn050",2013,13,2009,4,156
"10.1093/scan/nsn050",2014,11,2009,5,156
"10.1093/scan/nsn050",2015,11,2009,6,156
"10.1093/scan/nsn050",2016,13,2009,7,156
"10.1093/scan/nsn050",2017,16,2009,8,156
"10.1093/scan/nsn050",2018,9,2009,9,156
"10.1093/scan/nsn050",2019,36,2009,10,156
"10.1093/scan/nsn050",2020,18,2009,11,156
"10.1093/scan/nsn051",2009,1,2009,0,231
"10.1093/scan/nsn051",2010,6,2009,1,231
"10.1093/scan/nsn051",2011,14,2009,2,231
"10.1093/scan/nsn051",2012,21,2009,3,231
"10.1093/scan/nsn051",2013,19,2009,4,231
"10.1093/scan/nsn051",2014,16,2009,5,231
"10.1093/scan/nsn051",2015,19,2009,6,231
"10.1093/scan/nsn051",2016,24,2009,7,231
"10.1093/scan/nsn051",2017,17,2009,8,231
"10.1093/scan/nsn051",2018,24,2009,9,231
"10.1093/scan/nsn051",2019,29,2009,10,231
"10.1093/scan/nsn051",2020,41,2009,11,231
"10.1093/scan/nsp001",2012,6,2012,0,64
"10.1093/scan/nsp001",2013,1,2012,1,64
"10.1093/scan/nsp001",2014,7,2012,2,64
"10.1093/scan/nsp001",2015,13,2012,3,64
"10.1093/scan/nsp001",2016,10,2012,4,64
"10.1093/scan/nsp001",2017,6,2012,5,64
"10.1093/scan/nsp001",2018,4,2012,6,64
"10.1093/scan/nsp001",2019,7,2012,7,64
"10.1093/scan/nsp001",2020,10,2012,8,64
"10.1093/scan/nsp007",2009,2,2009,0,315
"10.1093/scan/nsp007",2010,12,2009,1,315
"10.1093/scan/nsp007",2011,29,2009,2,315
"10.1093/scan/nsp007",2012,30,2009,3,315
"10.1093/scan/nsp007",2013,30,2009,4,315
"10.1093/scan/nsp007",2014,33,2009,5,315
"10.1093/scan/nsp007",2015,27,2009,6,315
"10.1093/scan/nsp007",2016,36,2009,7,315
"10.1093/scan/nsp007",2017,31,2009,8,315
"10.1093/scan/nsp007",2018,44,2009,9,315
"10.1093/scan/nsp007",2019,23,2009,10,315
"10.1093/scan/nsp007",2020,18,2009,11,315
"10.1093/scan/nsp009",2009,1,2009,0,107
"10.1093/scan/nsp009",2010,3,2009,1,107
"10.1093/scan/nsp009",2011,9,2009,2,107
"10.1093/scan/nsp009",2012,13,2009,3,107
"10.1093/scan/nsp009",2013,12,2009,4,107
"10.1093/scan/nsp009",2014,6,2009,5,107
"10.1093/scan/nsp009",2015,10,2009,6,107
"10.1093/scan/nsp009",2016,7,2009,7,107
"10.1093/scan/nsp009",2017,9,2009,8,107
"10.1093/scan/nsp009",2018,15,2009,9,107
"10.1093/scan/nsp009",2019,8,2009,10,107
"10.1093/scan/nsp009",2020,14,2009,11,107
"10.1093/scan/nsp011",2009,5,2009,0,150
"10.1093/scan/nsp011",2010,16,2009,1,150
"10.1093/scan/nsp011",2011,26,2009,2,150
"10.1093/scan/nsp011",2012,19,2009,3,150
"10.1093/scan/nsp011",2013,17,2009,4,150
"10.1093/scan/nsp011",2014,8,2009,5,150
"10.1093/scan/nsp011",2015,10,2009,6,150
"10.1093/scan/nsp011",2016,8,2009,7,150
"10.1093/scan/nsp011",2017,15,2009,8,150
"10.1093/scan/nsp011",2018,6,2009,9,150
"10.1093/scan/nsp011",2019,12,2009,10,150
"10.1093/scan/nsp011",2020,8,2009,11,150
"10.1093/scan/nsp018",2009,0,2009,0,23
"10.1093/scan/nsp018",2010,3,2009,1,23
"10.1093/scan/nsp018",2011,6,2009,2,23
"10.1093/scan/nsp018",2012,4,2009,3,23
"10.1093/scan/nsp018",2013,5,2009,4,23
"10.1093/scan/nsp018",2014,1,2009,5,23
"10.1093/scan/nsp018",2015,1,2009,6,23
"10.1093/scan/nsp018",2016,0,2009,7,23
"10.1093/scan/nsp018",2017,1,2009,8,23
"10.1093/scan/nsp018",2018,1,2009,9,23
"10.1093/scan/nsp018",2019,0,2009,10,23
"10.1093/scan/nsp018",2020,1,2009,11,23
"10.1093/scan/nsp021",2009,0,2009,0,21
"10.1093/scan/nsp021",2010,2,2009,1,21
"10.1093/scan/nsp021",2011,4,2009,2,21
"10.1093/scan/nsp021",2012,4,2009,3,21
"10.1093/scan/nsp021",2013,2,2009,4,21
"10.1093/scan/nsp021",2014,3,2009,5,21
"10.1093/scan/nsp021",2015,1,2009,6,21
"10.1093/scan/nsp021",2016,3,2009,7,21
"10.1093/scan/nsp021",2017,0,2009,8,21
"10.1093/scan/nsp021",2018,0,2009,9,21
"10.1093/scan/nsp021",2019,2,2009,10,21
"10.1093/scan/nsp021",2020,0,2009,11,21
"10.1093/scan/nsp027",2010,1,2010,0,52
"10.1093/scan/nsp027",2011,2,2010,1,52
"10.1093/scan/nsp027",2012,3,2010,2,52
"10.1093/scan/nsp027",2013,9,2010,3,52
"10.1093/scan/nsp027",2014,11,2010,4,52
"10.1093/scan/nsp027",2015,4,2010,5,52
"10.1093/scan/nsp027",2016,3,2010,6,52
"10.1093/scan/nsp027",2017,7,2010,7,52
"10.1093/scan/nsp027",2018,3,2010,8,52
"10.1093/scan/nsp027",2019,6,2010,9,52
"10.1093/scan/nsp027",2020,3,2010,10,52
"10.1093/scan/nsp031",2009,0,2009,0,21
"10.1093/scan/nsp031",2010,0,2009,1,21
"10.1093/scan/nsp031",2011,0,2009,2,21
"10.1093/scan/nsp031",2012,3,2009,3,21
"10.1093/scan/nsp031",2013,8,2009,4,21
"10.1093/scan/nsp031",2014,1,2009,5,21
"10.1093/scan/nsp031",2015,1,2009,6,21
"10.1093/scan/nsp031",2016,2,2009,7,21
"10.1093/scan/nsp031",2017,1,2009,8,21
"10.1093/scan/nsp031",2018,1,2009,9,21
"10.1093/scan/nsp031",2019,3,2009,10,21
"10.1093/scan/nsp031",2020,1,2009,11,21
"10.1093/scan/nsp039",2010,2,2010,0,45
"10.1093/scan/nsp039",2011,3,2010,1,45
"10.1093/scan/nsp039",2012,2,2010,2,45
"10.1093/scan/nsp039",2013,7,2010,3,45
"10.1093/scan/nsp039",2014,5,2010,4,45
"10.1093/scan/nsp039",2015,5,2010,5,45
"10.1093/scan/nsp039",2016,4,2010,6,45
"10.1093/scan/nsp039",2017,6,2010,7,45
"10.1093/scan/nsp039",2018,4,2010,8,45
"10.1093/scan/nsp039",2019,3,2010,9,45
"10.1093/scan/nsp039",2020,4,2010,10,45
"10.1093/scan/nsp045",2010,1,2010,0,57
"10.1093/scan/nsp045",2011,3,2010,1,57
"10.1093/scan/nsp045",2012,4,2010,2,57
"10.1093/scan/nsp045",2013,6,2010,3,57
"10.1093/scan/nsp045",2014,8,2010,4,57
"10.1093/scan/nsp045",2015,9,2010,5,57
"10.1093/scan/nsp045",2016,5,2010,6,57
"10.1093/scan/nsp045",2017,8,2010,7,57
"10.1093/scan/nsp045",2018,3,2010,8,57
"10.1093/scan/nsp045",2019,3,2010,9,57
"10.1093/scan/nsp045",2020,7,2010,10,57
"10.1093/scan/nsp046",2010,0,2010,0,47
"10.1093/scan/nsp046",2011,4,2010,1,47
"10.1093/scan/nsp046",2012,7,2010,2,47
"10.1093/scan/nsp046",2013,5,2010,3,47
"10.1093/scan/nsp046",2014,7,2010,4,47
"10.1093/scan/nsp046",2015,1,2010,5,47
"10.1093/scan/nsp046",2016,5,2010,6,47
"10.1093/scan/nsp046",2017,5,2010,7,47
"10.1093/scan/nsp046",2018,4,2010,8,47
"10.1093/scan/nsp046",2019,5,2010,9,47
"10.1093/scan/nsp046",2020,4,2010,10,47
"10.1093/scan/nsp048",2010,0,2010,0,26
"10.1093/scan/nsp048",2011,2,2010,1,26
"10.1093/scan/nsp048",2012,3,2010,2,26
"10.1093/scan/nsp048",2013,3,2010,3,26
"10.1093/scan/nsp048",2014,3,2010,4,26
"10.1093/scan/nsp048",2015,4,2010,5,26
"10.1093/scan/nsp048",2016,2,2010,6,26
"10.1093/scan/nsp048",2017,1,2010,7,26
"10.1093/scan/nsp048",2018,6,2010,8,26
"10.1093/scan/nsp048",2019,1,2010,9,26
"10.1093/scan/nsp048",2020,1,2010,10,26
"10.1093/scan/nsp052",2009,0,2009,0,969
"10.1093/scan/nsp052",2010,15,2009,1,969
"10.1093/scan/nsp052",2011,46,2009,2,969
"10.1093/scan/nsp052",2012,79,2009,3,969
"10.1093/scan/nsp052",2013,92,2009,4,969
"10.1093/scan/nsp052",2014,104,2009,5,969
"10.1093/scan/nsp052",2015,114,2009,6,969
"10.1093/scan/nsp052",2016,106,2009,7,969
"10.1093/scan/nsp052",2017,102,2009,8,969
"10.1093/scan/nsp052",2018,97,2009,9,969
"10.1093/scan/nsp052",2019,86,2009,10,969
"10.1093/scan/nsp052",2020,128,2009,11,969
"10.1093/scan/nsp053",2009,0,2009,0,310
"10.1093/scan/nsp053",2010,5,2009,1,310
"10.1093/scan/nsp053",2011,8,2009,2,310
"10.1093/scan/nsp053",2012,10,2009,3,310
"10.1093/scan/nsp053",2013,18,2009,4,310
"10.1093/scan/nsp053",2014,27,2009,5,310
"10.1093/scan/nsp053",2015,40,2009,6,310
"10.1093/scan/nsp053",2016,34,2009,7,310
"10.1093/scan/nsp053",2017,44,2009,8,310
"10.1093/scan/nsp053",2018,29,2009,9,310
"10.1093/scan/nsp053",2019,57,2009,10,310
"10.1093/scan/nsp053",2020,38,2009,11,310
"10.1093/scan/nsp055",2010,0,2010,0,15
"10.1093/scan/nsp055",2011,1,2010,1,15
"10.1093/scan/nsp055",2012,1,2010,2,15
"10.1093/scan/nsp055",2013,3,2010,3,15
"10.1093/scan/nsp055",2014,3,2010,4,15
"10.1093/scan/nsp055",2015,1,2010,5,15
"10.1093/scan/nsp055",2016,2,2010,6,15
"10.1093/scan/nsp055",2017,0,2010,7,15
"10.1093/scan/nsp055",2018,1,2010,8,15
"10.1093/scan/nsp055",2019,1,2010,9,15
"10.1093/scan/nsp055",2020,2,2010,10,15
"10.1093/scan/nsp059",2010,0,2010,0,27
"10.1093/scan/nsp059",2011,1,2010,1,27
"10.1093/scan/nsp059",2012,1,2010,2,27
"10.1093/scan/nsp059",2013,6,2010,3,27
"10.1093/scan/nsp059",2014,4,2010,4,27
"10.1093/scan/nsp059",2015,4,2010,5,27
"10.1093/scan/nsp059",2016,2,2010,6,27
"10.1093/scan/nsp059",2017,2,2010,7,27
"10.1093/scan/nsp059",2018,3,2010,8,27
"10.1093/scan/nsp059",2019,0,2010,9,27
"10.1093/scan/nsp059",2020,4,2010,10,27
"10.1093/scan/nsq001",2011,1,2011,0,73
"10.1093/scan/nsq001",2012,4,2011,1,73
"10.1093/scan/nsq001",2013,2,2011,2,73
"10.1093/scan/nsq001",2014,5,2011,3,73
"10.1093/scan/nsq001",2015,7,2011,4,73
"10.1093/scan/nsq001",2016,3,2011,5,73
"10.1093/scan/nsq001",2017,10,2011,6,73
"10.1093/scan/nsq001",2018,9,2011,7,73
"10.1093/scan/nsq001",2019,20,2011,8,73
"10.1093/scan/nsq001",2020,12,2011,9,73
"10.1093/scan/nsq002",2010,0,2010,0,126
"10.1093/scan/nsq002",2011,12,2010,1,126
"10.1093/scan/nsq002",2012,14,2010,2,126
"10.1093/scan/nsq002",2013,10,2010,3,126
"10.1093/scan/nsq002",2014,13,2010,4,126
"10.1093/scan/nsq002",2015,19,2010,5,126
"10.1093/scan/nsq002",2016,8,2010,6,126
"10.1093/scan/nsq002",2017,18,2010,7,126
"10.1093/scan/nsq002",2018,11,2010,8,126
"10.1093/scan/nsq002",2019,9,2010,9,126
"10.1093/scan/nsq002",2020,12,2010,10,126
"10.1093/scan/nsq003",2011,0,2011,0,44
"10.1093/scan/nsq003",2012,3,2011,1,44
"10.1093/scan/nsq003",2013,5,2011,2,44
"10.1093/scan/nsq003",2014,3,2011,3,44
"10.1093/scan/nsq003",2015,5,2011,4,44
"10.1093/scan/nsq003",2016,5,2011,5,44
"10.1093/scan/nsq003",2017,5,2011,6,44
"10.1093/scan/nsq003",2018,3,2011,7,44
"10.1093/scan/nsq003",2019,4,2011,8,44
"10.1093/scan/nsq003",2020,11,2011,9,44
"10.1093/scan/nsq006",2010,1,2010,0,131
"10.1093/scan/nsq006",2011,5,2010,1,131
"10.1093/scan/nsq006",2012,7,2010,2,131
"10.1093/scan/nsq006",2013,15,2010,3,131
"10.1093/scan/nsq006",2014,16,2010,4,131
"10.1093/scan/nsq006",2015,21,2010,5,131
"10.1093/scan/nsq006",2016,14,2010,6,131
"10.1093/scan/nsq006",2017,11,2010,7,131
"10.1093/scan/nsq006",2018,16,2010,8,131
"10.1093/scan/nsq006",2019,14,2010,9,131
"10.1093/scan/nsq006",2020,11,2010,10,131
"10.1093/scan/nsq007",2011,1,2011,0,68
"10.1093/scan/nsq007",2012,8,2011,1,68
"10.1093/scan/nsq007",2013,8,2011,2,68
"10.1093/scan/nsq007",2014,11,2011,3,68
"10.1093/scan/nsq007",2015,4,2011,4,68
"10.1093/scan/nsq007",2016,8,2011,5,68
"10.1093/scan/nsq007",2017,7,2011,6,68
"10.1093/scan/nsq007",2018,6,2011,7,68
"10.1093/scan/nsq007",2019,6,2011,8,68
"10.1093/scan/nsq007",2020,9,2011,9,68
"10.1093/scan/nsq008",2010,0,2010,0,33
"10.1093/scan/nsq008",2011,2,2010,1,33
"10.1093/scan/nsq008",2012,9,2010,2,33
"10.1093/scan/nsq008",2013,1,2010,3,33
"10.1093/scan/nsq008",2014,7,2010,4,33
"10.1093/scan/nsq008",2015,1,2010,5,33
"10.1093/scan/nsq008",2016,2,2010,6,33
"10.1093/scan/nsq008",2017,3,2010,7,33
"10.1093/scan/nsq008",2018,5,2010,8,33
"10.1093/scan/nsq008",2019,2,2010,9,33
"10.1093/scan/nsq008",2020,1,2010,10,33
"10.1093/scan/nsq010",2011,5,2011,0,35
"10.1093/scan/nsq010",2012,6,2011,1,35
"10.1093/scan/nsq010",2013,1,2011,2,35
"10.1093/scan/nsq010",2014,2,2011,3,35
"10.1093/scan/nsq010",2015,5,2011,4,35
"10.1093/scan/nsq010",2016,4,2011,5,35
"10.1093/scan/nsq010",2017,5,2011,6,35
"10.1093/scan/nsq010",2018,1,2011,7,35
"10.1093/scan/nsq010",2019,3,2011,8,35
"10.1093/scan/nsq010",2020,3,2011,9,35
"10.1093/scan/nsq011",2010,2,2010,0,83
"10.1093/scan/nsq011",2011,9,2010,1,83
"10.1093/scan/nsq011",2012,13,2010,2,83
"10.1093/scan/nsq011",2013,3,2010,3,83
"10.1093/scan/nsq011",2014,6,2010,4,83
"10.1093/scan/nsq011",2015,8,2010,5,83
"10.1093/scan/nsq011",2016,11,2010,6,83
"10.1093/scan/nsq011",2017,11,2010,7,83
"10.1093/scan/nsq011",2018,8,2010,8,83
"10.1093/scan/nsq011",2019,6,2010,9,83
"10.1093/scan/nsq011",2020,6,2010,10,83
"10.1093/scan/nsq014",2010,1,2010,0,41
"10.1093/scan/nsq014",2011,3,2010,1,41
"10.1093/scan/nsq014",2012,4,2010,2,41
"10.1093/scan/nsq014",2013,4,2010,3,41
"10.1093/scan/nsq014",2014,9,2010,4,41
"10.1093/scan/nsq014",2015,5,2010,5,41
"10.1093/scan/nsq014",2016,2,2010,6,41
"10.1093/scan/nsq014",2017,3,2010,7,41
"10.1093/scan/nsq014",2018,4,2010,8,41
"10.1093/scan/nsq014",2019,3,2010,9,41
"10.1093/scan/nsq014",2020,3,2010,10,41
"10.1093/scan/nsq016",2010,2,2010,0,27
"10.1093/scan/nsq016",2011,0,2010,1,27
"10.1093/scan/nsq016",2012,2,2010,2,27
"10.1093/scan/nsq016",2013,1,2010,3,27
"10.1093/scan/nsq016",2014,6,2010,4,27
"10.1093/scan/nsq016",2015,1,2010,5,27
"10.1093/scan/nsq016",2016,2,2010,6,27
"10.1093/scan/nsq016",2017,2,2010,7,27
"10.1093/scan/nsq016",2018,2,2010,8,27
"10.1093/scan/nsq016",2019,5,2010,9,27
"10.1093/scan/nsq016",2020,4,2010,10,27
"10.1093/scan/nsq023",2011,3,2011,0,58
"10.1093/scan/nsq023",2012,2,2011,1,58
"10.1093/scan/nsq023",2013,5,2011,2,58
"10.1093/scan/nsq023",2014,7,2011,3,58
"10.1093/scan/nsq023",2015,1,2011,4,58
"10.1093/scan/nsq023",2016,8,2011,5,58
"10.1093/scan/nsq023",2017,8,2011,6,58
"10.1093/scan/nsq023",2018,3,2011,7,58
"10.1093/scan/nsq023",2019,12,2011,8,58
"10.1093/scan/nsq023",2020,9,2011,9,58
"10.1093/scan/nsq030",2011,7,2011,0,113
"10.1093/scan/nsq030",2012,8,2011,1,113
"10.1093/scan/nsq030",2013,16,2011,2,113
"10.1093/scan/nsq030",2014,16,2011,3,113
"10.1093/scan/nsq030",2015,5,2011,4,113
"10.1093/scan/nsq030",2016,13,2011,5,113
"10.1093/scan/nsq030",2017,6,2011,6,113
"10.1093/scan/nsq030",2018,12,2011,7,113
"10.1093/scan/nsq030",2019,16,2011,8,113
"10.1093/scan/nsq030",2020,14,2011,9,113
"10.1093/scan/nsq033",2011,1,2011,0,45
"10.1093/scan/nsq033",2012,6,2011,1,45
"10.1093/scan/nsq033",2013,5,2011,2,45
"10.1093/scan/nsq033",2014,8,2011,3,45
"10.1093/scan/nsq033",2015,7,2011,4,45
"10.1093/scan/nsq033",2016,5,2011,5,45
"10.1093/scan/nsq033",2017,6,2011,6,45
"10.1093/scan/nsq033",2018,3,2011,7,45
"10.1093/scan/nsq033",2019,3,2011,8,45
"10.1093/scan/nsq033",2020,1,2011,9,45
"10.1093/scan/nsq036",2010,0,2010,0,11
"10.1093/scan/nsq036",2011,2,2010,1,11
"10.1093/scan/nsq036",2012,1,2010,2,11
"10.1093/scan/nsq036",2013,1,2010,3,11
"10.1093/scan/nsq036",2014,1,2010,4,11
"10.1093/scan/nsq036",2015,1,2010,5,11
