UT,Label,Period,tcs,mcs,mncs,mnjs,tncs,pp_top_perc,pp_uncited,prop_self_cits,int_cov
000365541400017,WOS:000365541400017,2000-2018,24,24,168%,134%,168%,0%,0%,23%,88%
000365543400001,WOS:000365543400001,2000-2018,24,24,251%,209%,251%,100%,0%,4%,97%
000365543400002,WOS:000365543400002,2000-2018,14,14,120%,107%,120%,0%,0%,30%,88%
000365543400003,WOS:000365543400003,2000-2018,9,9,77%,107%,77%,0%,0%,0%,94%
000365543400004,WOS:000365543400004,2000-2018,7,7,45%,91%,45%,0%,0%,36%,97%
000365543400005,WOS:000365543400005,2000-2018,38,38,326%,107%,326%,100%,0%,17%,84%
000365543400006,WOS:000365543400006,2000-2018,20,20,264%,141%,264%,100%,0%,9%,93%
000365543400007,WOS:000365543400007,2000-2018,22,22,156%,104%,156%,0%,0%,8%,91%
000365543400008,WOS:000365543400008,2000-2018,25,25,177%,104%,177%,0%,0%,14%,96%
000365543400009,WOS:000365543400009,2000-2018,4,4,47%,167%,47%,0%,0%,0%,92%
000365543400010,WOS:000365543400010,2000-2018,5,5,67%,67%,67%,0%,0%,17%,90%
000365543400011,WOS:000365543400011,2000-2018,19,19,121%,91%,121%,0%,0%,41%,93%
000365543400012,WOS:000365543400012,2000-2018,4,4,21%,72%,21%,0%,0%,43%,72%
000365543400013,WOS:000365543400013,2000-2018,8,8,95%,65%,95%,0%,0%,33%,89%
000365543400014,WOS:000365543400014,2000-2018,1,1,10%,83%,10%,0%,0%,50%,96%
000365543400015,WOS:000365543400015,2000-2018,20,20,97%,75%,97%,0%,0%,13%,95%
000365543400016,WOS:000365543400016,2000-2018,11,11,136%,136%,136%,0%,0%,31%,81%
000365543400017,WOS:000365543400017,2000-2018,14,14,118%,118%,118%,0%,0%,22%,89%
000365544900001,WOS:000365544900001,2000-2018,37,37,317%,107%,317%,100%,0%,12%,94%
000365544900002,WOS:000365544900002,2000-2018,5,5,43%,56%,43%,0%,0%,44%,98%
000365544900003,WOS:000365544900003,2000-2018,28,28,313%,229%,313%,100%,0%,7%,93%
000365544900004,WOS:000365544900004,2000-2018,1,1,6%,91%,6%,0%,0%,0%,84%
000365544900005,WOS:000365544900005,2000-2018,4,4,40%,83%,40%,0%,0%,64%,94%
000365544900006,WOS:000365544900006,2000-2018,9,9,72%,72%,72%,0%,0%,10%,87%
000365544900007,WOS:000365544900007,2000-2018,8,8,39%,75%,39%,0%,0%,27%,96%
000365544900008,WOS:000365544900008,2000-2018,10,10,100%,83%,100%,0%,0%,38%,98%
000365544900009,WOS:000365544900009,2000-2018,11,11,130%,167%,130%,0%,0%,31%,88%
000365544900010,WOS:000365544900010,2000-2018,4,4,40%,83%,40%,0%,0%,0%,91%
000365544900011,WOS:000365544900011,2000-2018,7,7,50%,104%,50%,0%,0%,30%,94%
000365544900012,WOS:000365544900012,2000-2018,10,10,100%,83%,100%,0%,0%,29%,88%
000365544900013,WOS:000365544900013,2000-2018,9,9,97%,79%,97%,0%,0%,36%,94%
000365544900014,WOS:000365544900014,2000-2018,6,6,51%,107%,51%,0%,0%,0%,98%
000365544900015,WOS:000365544900015,2000-2018,24,24,206%,107%,206%,0%,0%,23%,89%
000365544900016,WOS:000365544900016,2000-2018,6,6,89%,238%,89%,0%,0%,0%,83%
000365544900017,WOS:000365544900017,2000-2018,13,13,112%,107%,112%,0%,0%,28%,90%
000365609000010,WOS:000365609000010,2000-2018,7,7,67%,104%,67%,0%,0%,22%,93%
000365609700001,WOS:000365609700001,2000-2018,1,1,10%,23%,10%,0%,0%,0%,100%
000365609700002,WOS:000365609700002,2000-2018,1,1,10%,23%,10%,0%,0%,67%,96%
000365609700003,WOS:000365609700003,2000-2018,2,2,15%,15%,15%,0%,0%,0%,98%
000365609700004,WOS:000365609700004,2000-2018,5,5,30%,48%,30%,0%,0%,38%,94%
000365609700005,WOS:000365609700005,2000-2018,0,0,0%,48%,0%,0%,100%,100%,98%
000365609700006,WOS:000365609700006,2000-2018,11,11,78%,96%,78%,0%,0%,15%,95%
000365609700007,WOS:000365609700007,2000-2018,4,4,29%,56%,29%,0%,0%,43%,94%
000365609700008,WOS:000365609700008,2000-2018,7,7,75%,99%,75%,0%,0%,22%,97%
000365609700009,WOS:000365609700009,2000-2018,19,19,129%,129%,129%,0%,0%,14%,94%
000365609700010,WOS:000365609700010,2000-2018,4,4,32%,58%,32%,0%,0%,43%,92%
000365609700011,WOS:000365609700011,2000-2018,0,0,0%,58%,0%,0%,100%,100%,92%
000365609700012,WOS:000365609700012,2000-2018,6,6,91%,91%,91%,0%,0%,14%,97%
000365609700013,WOS:000365609700013,2000-2018,7,7,51%,56%,51%,0%,0%,0%,97%
000365609700014,WOS:000365609700014,2000-2018,9,9,127%,127%,127%,0%,0%,18%,100%
000365629700002,WOS:000365629700002,2000-2018,3,3,14%,14%,14%,0%,0%,40%,93%
000365750400002,WOS:000365750400002,2000-2018,2,2,29%,86%,29%,0%,0%,50%,94%
000365750400003,WOS:000365750400003,2000-2018,4,4,70%,92%,70%,0%,0%,56%,88%
000365755500010,WOS:000365755500010,2000-2018,40,40,238%,238%,238%,64%,0%,18%,92%
000365764100009,WOS:000365764100009,2000-2018,8,8,69%,69%,69%,0%,0%,0%,88%
000365865300089,WOS:000365865300089,2000-2018,4,4,43%,89%,43%,0%,0%,33%,81%
000365988900016,WOS:000365988900016,2000-2018,28,28,199%,202%,199%,0%,0%,7%,90%
000365989800036,WOS:000365989800036,2000-2018,20,20,128%,216%,128%,0%,0%,9%,91%
000366011200001,WOS:000366011200001,2000-2018,10,10,84%,69%,84%,0%,0%,17%,86%
000366011200003,WOS:000366011200003,2000-2018,3,3,29%,104%,29%,0%,0%,57%,84%
000366011200011,WOS:000366011200011,2000-2018,1,1,5%,62%,5%,0%,0%,0%,91%
000366011200013,WOS:000366011200013,2000-2018,9,9,112%,128%,112%,0%,0%,25%,90%
000366050900017,WOS:000366050900017,2000-2018,26,26,166%,166%,166%,0%,0%,30%,96%
000366052700012,WOS:000366052700012,2000-2018,19,19,121%,166%,121%,0%,0%,21%,92%
000366053900003,WOS:000366053900003,2000-2018,7,7,48%,133%,48%,0%,0%,36%,93%
000366057000004,WOS:000366057000004,2000-2018,34,34,416%,232%,416%,100%,0%,11%,96%
000366077400015,WOS:000366077400015,2000-2018,5,5,50%,62%,50%,0%,0%,0%,88%
000366079100050,WOS:000366079100050,2000-2018,4,4,28%,46%,28%,0%,0%,0%,96%
000366148900006,WOS:000366148900006,2000-2018,4,4,21%,46%,21%,0%,0%,0%,90%
000366149900004,WOS:000366149900004,2000-2018,4,4,32%,110%,32%,0%,0%,0%,89%
000366196300012,WOS:000366196300012,2000-2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000366228000002,WOS:000366228000002,2000-2018,4,4,70%,52%,70%,0%,0%,33%,91%
000366404200076,WOS:000366404200076,2000-2018,39,39,201%,170%,201%,100%,0%,24%,100%
000366454000001,WOS:000366454000001,2000-2018,4,4,21%,118%,21%,0%,0%,33%,93%
000366454000032,WOS:000366454000032,2000-2018,84,84,405%,181%,405%,100%,0%,21%,98%
000366454000053,WOS:000366454000053,2000-2018,6,6,51%,179%,51%,0%,0%,14%,86%
000366463000115,WOS:000366463000115,2000-2018,17,17,118%,93%,118%,0%,0%,32%,83%
000366463300006,WOS:000366463300006,2000-2018,15,15,129%,179%,129%,0%,0%,17%,87%
000366463300019,WOS:000366463300019,2000-2018,15,15,144%,177%,144%,0%,0%,6%,88%
000366463300030,WOS:000366463300030,2000-2018,58,58,298%,118%,298%,100%,0%,25%,97%
000366463300046,WOS:000366463300046,2000-2018,81,81,876%,168%,876%,100%,0%,5%,99%
000366463800008,WOS:000366463800008,2000-2018,11,11,70%,105%,70%,0%,0%,42%,98%
000366463800017,WOS:000366463800017,2000-2018,5,5,42%,160%,42%,0%,0%,17%,97%
000366485200001,WOS:000366485200001,2000-2018,0,0,0%,25%,0%,0%,100%,100%,93%
000366487200001,WOS:000366487200001,2000-2018,1,1,9%,54%,9%,0%,0%,0%,97%
000366510800015,WOS:000366510800015,2000-2018,2,2,15%,15%,15%,0%,0%,0%,63%
000366599400021,WOS:000366599400021,2000-2018,8,8,103%,331%,103%,0%,0%,0%,90%
000366646700011,WOS:000366646700011,2000-2018,2,2,44%,161%,44%,0%,0%,33%,90%
000366646700033,WOS:000366646700033,2000-2018,2,2,40%,66%,40%,0%,0%,33%,90%
000366646700043,WOS:000366646700043,2000-2018,5,5,71%,170%,71%,0%,0%,17%,90%
000366646700049,WOS:000366646700049,2000-2018,5,5,64%,138%,64%,0%,0%,0%,91%
000366646700092,WOS:000366646700092,2000-2018,11,11,140%,138%,140%,0%,0%,39%,99%
000366646700096,WOS:000366646700096,2000-2018,5,5,61%,171%,61%,0%,0%,38%,83%
000366647500037,WOS:000366647500037,2000-2018,22,22,314%,170%,314%,100%,0%,15%,91%
000366647500055,WOS:000366647500055,2000-2018,23,23,159%,118%,159%,0%,0%,18%,92%
000366647500077,WOS:000366647500077,2000-2018,14,14,246%,170%,246%,94%,0%,26%,85%
000366665300008,WOS:000366665300008,2000-2018,13,13,81%,108%,81%,0%,0%,7%,94%
000366801300001,WOS:000366801300001,2000-2018,0,0,0%,52%,0%,0%,100%,100%,98%
000366879300001,WOS:000366879300001,2000-2018,16,16,95%,71%,95%,0%,0%,0%,88%
000366879300002,WOS:000366879300002,2000-2018,10,10,275%,275%,275%,43%,0%,0%,91%
000366903300017,WOS:000366903300017,2000-2018,15,15,116%,91%,116%,0%,0%,21%,91%
000366921700001,WOS:000366921700001,2000-2018,9,9,43%,98%,43%,0%,0%,0%,85%
000366925100001,WOS:000366925100001,2000-2018,19,19,163%,60%,163%,0%,0%,21%,90%
000366939400001,WOS:000366939400001,2000-2018,9,9,76%,44%,76%,0%,0%,18%,95%
000367049100001,WOS:000367049100001,2000-2018,5,5,43%,80%,43%,0%,0%,29%,88%
000367071600008,WOS:000367071600008,2000-2018,3,3,29%,144%,29%,0%,0%,0%,91%
000367079600001,WOS:000367079600001,2000-2018,5,5,52%,73%,52%,0%,0%,0%,97%
000367192300001,WOS:000367192300001,2000-2018,9,9,77%,107%,77%,0%,0%,44%,85%
000367192300002,WOS:000367192300002,2000-2018,6,6,51%,107%,51%,0%,0%,14%,97%
000367192300003,WOS:000367192300003,2000-2018,4,4,34%,107%,34%,0%,0%,56%,88%
000367192300004,WOS:000367192300004,2000-2018,8,8,39%,75%,39%,0%,0%,11%,97%
000367192300005,WOS:000367192300005,2000-2018,3,3,26%,107%,26%,0%,0%,25%,96%
000367192300006,WOS:000367192300006,2000-2018,8,8,79%,106%,79%,0%,0%,27%,82%
000367192300007,WOS:000367192300007,2000-2018,8,8,109%,350%,109%,0%,0%,0%,96%
000367192300008,WOS:000367192300008,2000-2018,16,16,109%,68%,109%,0%,0%,11%,85%
000367192300009,WOS:000367192300009,2000-2018,8,8,119%,238%,119%,0%,0%,43%,95%
000367192300010,WOS:000367192300010,2000-2018,10,10,105%,209%,105%,0%,0%,23%,89%
000367192300011,WOS:000367192300011,2000-2018,19,19,307%,221%,307%,100%,0%,17%,90%
000367192300012,WOS:000367192300012,2000-2018,6,6,83%,83%,83%,0%,0%,25%,92%
000367192300013,WOS:000367192300013,2000-2018,7,7,95%,95%,95%,0%,0%,36%,89%
000367192300014,WOS:000367192300014,2000-2018,12,12,103%,107%,103%,0%,0%,14%,87%
000367192300015,WOS:000367192300015,2000-2018,7,7,42%,62%,42%,0%,0%,30%,96%
000367192300016,WOS:000367192300016,2000-2018,29,29,203%,134%,203%,0%,0%,12%,91%
000367192300017,WOS:000367192300017,2000-2018,6,6,52%,52%,52%,0%,0%,0%,82%
000367336200001,WOS:000367336200001,2000-2018,30,30,428%,138%,428%,100%,0%,14%,80%
000367336200002,WOS:000367336200002,2000-2018,2,2,26%,44%,26%,0%,0%,50%,87%
000367336200003,WOS:000367336200003,2000-2018,2,2,17%,17%,17%,0%,0%,0%,90%
000367336200004,WOS:000367336200004,2000-2018,9,9,156%,91%,156%,0%,0%,0%,90%
000367336200005,WOS:000367336200005,2000-2018,4,4,57%,138%,57%,0%,0%,0%,100%
000367336200006,WOS:000367336200006,2000-2018,8,8,124%,129%,124%,0%,0%,50%,91%
000367336200007,WOS:000367336200007,2000-2018,1,1,7%,7%,7%,0%,0%,50%,92%
000367336200008,WOS:000367336200008,2000-2018,7,7,89%,55%,89%,0%,0%,36%,96%
000367436400003,WOS:000367436400003,2000-2018,2,2,27%,27%,27%,0%,0%,33%,100%
000367473600009,WOS:000367473600009,2000-2018,12,12,171%,376%,171%,0%,0%,20%,93%
000367481900026,WOS:000367481900026,2000-2018,42,42,203%,55%,203%,0%,0%,11%,92%
000367481900064,WOS:000367481900064,2000-2018,6,6,29%,55%,29%,0%,0%,45%,89%
000367493600002,WOS:000367493600002,2000-2018,2,2,20%,120%,20%,0%,0%,75%,100%
000367493700004,WOS:000367493700004,2000-2018,2,2,17%,77%,17%,0%,0%,50%,96%
000367520400036,WOS:000367520400036,2000-2018,14,14,116%,145%,116%,0%,0%,18%,93%
000367535500005,WOS:000367535500005,2000-2018,5,5,63%,100%,63%,0%,0%,38%,96%
000367568800002,WOS:000367568800002,2000-2018,11,11,57%,203%,57%,0%,0%,15%,84%
000367597100003,WOS:000367597100003,2000-2018,5,5,118%,118%,118%,0%,0%,17%,77%
000367645700002,WOS:000367645700002,2000-2018,4,4,57%,92%,57%,0%,0%,60%,92%
000367654700004,WOS:000367654700004,2000-2018,38,38,326%,166%,326%,100%,0%,27%,90%
000367661700002,WOS:000367661700002,2000-2018,8,8,57%,176%,57%,0%,0%,20%,95%
000367662000004,WOS:000367662000004,2000-2018,12,12,223%,223%,223%,100%,0%,20%,94%
000367662200001,WOS:000367662200001,2000-2018,7,7,50%,82%,50%,0%,0%,22%,81%
000367665500005,WOS:000367665500005,2000-2018,14,14,120%,166%,120%,0%,0%,13%,86%
000367801400124,WOS:000367801400124,2000-2018,12,12,69%,71%,69%,0%,0%,8%,100%
000367876600001,WOS:000367876600001,2000-2018,8,8,190%,242%,190%,0%,0%,20%,88%
000367883500021,WOS:000367883500021,2000-2018,15,15,158%,96%,158%,0%,0%,0%,100%
000368009600015,WOS:000368009600015,2000-2018,7,7,85%,190%,85%,0%,0%,0%,88%
000368099100001,WOS:000368099100001,2000-2018,5,5,87%,83%,87%,0%,0%,0%,91%
000368102300010,WOS:000368102300010,2000-2018,5,5,85%,605%,85%,0%,0%,0%,98%
000368283100020,WOS:000368283100020,2000-2018,10,10,122%,107%,122%,0%,0%,38%,97%
000368283100034,WOS:000368283100034,2000-2018,10,10,97%,114%,97%,0%,0%,41%,90%
000368360600003,WOS:000368360600003,2000-2018,11,11,141%,85%,141%,0%,0%,15%,97%
000368427400002,WOS:000368427400002,2000-2018,2,2,35%,85%,35%,0%,0%,0%,98%
000368530300013,WOS:000368530300013,2000-2018,1,1,14%,57%,14%,0%,0%,0%,89%
000368544800011,WOS:000368544800011,2000-2018,4,4,57%,57%,57%,0%,0%,20%,95%
000368556600005,WOS:000368556600005,2000-2018,2,2,17%,10%,17%,0%,0%,0%,96%
000368628600001,WOS:000368628600001,2000-2018,11,11,91%,88%,91%,0%,0%,15%,96%
000368628600002,WOS:000368628600002,2000-2018,7,7,90%,81%,90%,0%,0%,42%,93%
000368628600003,WOS:000368628600003,2000-2018,40,40,571%,172%,571%,100%,0%,13%,81%
000368628600004,WOS:000368628600004,2000-2018,17,17,219%,81%,219%,100%,0%,23%,97%
000368628600005,WOS:000368628600005,2000-2018,8,8,84%,98%,84%,0%,0%,20%,82%
000368628600006,WOS:000368628600006,2000-2018,8,8,154%,135%,154%,0%,0%,11%,76%
000368628600007,WOS:000368628600007,2000-2018,3,3,43%,172%,43%,0%,0%,0%,99%
000368628600008,WOS:000368628600008,2000-2018,6,6,77%,81%,77%,0%,0%,54%,96%
000368628600009,WOS:000368628600009,2000-2018,9,9,107%,107%,107%,0%,0%,31%,93%
000368628600010,WOS:000368628600010,2000-2018,20,20,166%,88%,166%,0%,0%,31%,98%
000368628600011,WOS:000368628600011,2000-2018,11,11,139%,63%,139%,0%,0%,27%,86%
000368628600012,WOS:000368628600012,2000-2018,7,7,100%,172%,100%,0%,0%,13%,90%
000368628600013,WOS:000368628600013,2000-2018,5,5,64%,81%,64%,0%,0%,55%,88%
000368628600014,WOS:000368628600014,2000-2018,11,11,190%,125%,190%,0%,0%,39%,92%
000368628600015,WOS:000368628600015,2000-2018,8,8,103%,81%,103%,0%,0%,33%,93%
000368628600016,WOS:000368628600016,2000-2018,9,9,156%,90%,156%,0%,0%,47%,94%
000368628600017,WOS:000368628600017,2000-2018,4,4,51%,81%,51%,0%,0%,33%,98%
000368628600018,WOS:000368628600018,2000-2018,19,19,216%,216%,216%,0%,0%,24%,96%
000368633200001,WOS:000368633200001,2000-2018,6,6,63%,58%,63%,0%,0%,60%,84%
000368649400004,WOS:000368649400004,2000-2018,0,0,0%,0%,0%,0%,100%,100%,72%
000368685700024,WOS:000368685700024,2000-2018,9,9,129%,64%,129%,0%,0%,25%,97%
000368727800005,WOS:000368727800005,2000-2018,32,32,757%,757%,757%,100%,0%,24%,85%
000368730100015,WOS:000368730100015,2000-2018,13,13,166%,166%,166%,0%,0%,7%,98%
000368760600007,WOS:000368760600007,2000-2018,17,17,179%,137%,179%,0%,0%,19%,84%
000368830600006,WOS:000368830600006,2000-2018,0,0,0%,0%,0%,0%,100%,NULL,79%
000368885600001,WOS:000368885600001,2000-2018,18,18,190%,170%,190%,0%,0%,10%,92%
000368916000004,WOS:000368916000004,2000-2018,2,2,13%,19%,13%,0%,0%,0%,55%
000368935100003,WOS:000368935100003,2000-2018,0,0,0%,80%,0%,0%,100%,NULL,98%
000368953300008,WOS:000368953300008,2000-2018,3,3,39%,77%,39%,0%,0%,0%,91%
000368953300012,WOS:000368953300012,2000-2018,20,20,255%,115%,255%,100%,0%,9%,98%
000368979900001,WOS:000368979900001,2000-2018,0,0,0%,16%,0%,0%,100%,100%,91%
000368991300020,WOS:000368991300020,2000-2018,3,3,21%,106%,21%,0%,0%,40%,97%
000369020600004,WOS:000369020600004,2000-2018,0,0,0%,0%,0%,0%,100%,NULL,25%
000369091400001,WOS:000369091400001,2000-2018,11,11,77%,99%,77%,0%,0%,31%,91%
000369138300001,WOS:000369138300001,2000-2018,12,12,83%,83%,83%,0%,0%,0%,95%
000369150500001,WOS:000369150500001,2000-2018,20,20,257%,180%,257%,100%,0%,9%,96%
000369150500004,WOS:000369150500004,2000-2018,5,5,71%,119%,71%,0%,0%,38%,94%
000369150500010,WOS:000369150500010,2000-2018,10,10,105%,151%,105%,0%,0%,9%,98%
000369152500005,WOS:000369152500005,2000-2018,15,15,172%,154%,172%,0%,0%,12%,85%
000369152500008,WOS:000369152500008,2000-2018,5,5,24%,154%,24%,0%,0%,0%,91%
000369176200005,WOS:000369176200005,2000-2018,17,17,179%,97%,179%,0%,0%,0%,93%
000369180000011,WOS:000369180000011,2000-2018,17,17,299%,279%,299%,100%,0%,19%,84%
000369199100007,WOS:000369199100007,2000-2018,1,1,7%,42%,7%,0%,0%,80%,86%
000369289800004,WOS:000369289800004,2000-2018,13,13,90%,118%,90%,0%,0%,13%,92%
000369289800018,WOS:000369289800018,2000-2018,9,9,157%,224%,157%,0%,0%,18%,88%
000369415600001,WOS:000369415600001,2000-2018,0,0,0%,16%,0%,0%,100%,NULL,89%
000369471900002,WOS:000369471900002,2000-2018,8,8,103%,108%,103%,0%,0%,20%,90%
000369471900041,WOS:000369471900041,2000-2018,5,5,54%,103%,54%,0%,0%,29%,95%
000369496600004,WOS:000369496600004,2000-2018,12,12,154%,154%,154%,0%,0%,20%,84%
000369528400002,WOS:000369528400002,2000-2018,2,2,29%,66%,29%,0%,0%,0%,91%
000369615300001,WOS:000369615300001,2000-2018,10,10,134%,92%,134%,0%,0%,23%,91%
000369677400004,WOS:000369677400004,2000-2018,4,4,47%,72%,47%,0%,0%,20%,94%
000369709300004,WOS:000369709300004,2000-2018,3,3,65%,231%,65%,0%,0%,0%,75%
000369712800016,WOS:000369712800016,2000-2018,2,2,25%,25%,25%,0%,0%,33%,94%
000369732700004,WOS:000369732700004,2000-2018,1,1,17%,25%,17%,0%,0%,0%,97%
000369739400009,WOS:000369739400009,2000-2018,15,15,158%,181%,158%,0%,0%,12%,90%
000369760000001,WOS:000369760000001,2000-2018,13,13,229%,92%,229%,0%,0%,32%,94%
000369760000010,WOS:000369760000010,2000-2018,14,14,271%,271%,271%,100%,0%,26%,99%
000369870300001,WOS:000369870300001,2000-2018,0,0,0%,62%,0%,0%,100%,100%,90%
000369952900004,WOS:000369952900004,2000-2018,30,30,379%,202%,379%,100%,0%,21%,97%
000369952900019,WOS:000369952900019,2000-2018,2,2,45%,102%,45%,0%,0%,33%,90%
000369952900024,WOS:000369952900024,2000-2018,7,7,58%,73%,58%,0%,0%,0%,93%
000370038400059,WOS:000370038400059,2000-2018,11,11,205%,75%,205%,0%,0%,21%,81%
000370067400001,WOS:000370067400001,2000-2018,19,19,161%,111%,161%,0%,0%,42%,89%
000370090100005,WOS:000370090100005,2000-2018,4,4,50%,50%,50%,0%,0%,20%,52%
000370096700002,WOS:000370096700002,2000-2018,1,1,13%,23%,13%,0%,0%,0%,97%
000370121600001,WOS:000370121600001,2000-2018,5,5,90%,99%,90%,0%,0%,50%,93%
000370169900001,WOS:000370169900001,2000-2018,19,19,158%,158%,158%,0%,0%,0%,85%
000370205000034,WOS:000370205000034,2000-2018,26,26,180%,316%,180%,0%,0%,16%,89%
000370224400001,WOS:000370224400001,2000-2018,5,5,64%,136%,64%,0%,0%,55%,100%
000370233600001,WOS:000370233600001,2000-2018,13,13,108%,46%,108%,0%,0%,7%,98%
000370243000001,WOS:000370243000001,2000-2018,5,5,53%,151%,53%,0%,0%,0%,93%
000370243000004,WOS:000370243000004,2000-2018,10,10,126%,80%,126%,0%,0%,41%,92%
000370243000017,WOS:000370243000017,2000-2018,14,14,116%,62%,116%,0%,0%,48%,93%
000370243600009,WOS:000370243600009,2000-2018,15,15,104%,89%,104%,0%,0%,21%,65%
000370243600017,WOS:000370243600017,2000-2018,24,24,166%,89%,166%,0%,0%,20%,92%
000370243600019,WOS:000370243600019,2000-2018,26,26,334%,180%,334%,100%,0%,30%,93%
000370243600025,WOS:000370243600025,2000-2018,17,17,219%,180%,219%,100%,0%,11%,96%
000370243600027,WOS:000370243600027,2000-2018,16,16,111%,89%,111%,0%,0%,11%,98%
000370243600028,WOS:000370243600028,2000-2018,2,2,17%,62%,17%,0%,0%,0%,90%
000370371700001,WOS:000370371700001,2000-2018,0,0,0%,62%,0%,0%,100%,NULL,89%
000370386000001,WOS:000370386000001,2000-2018,9,9,196%,196%,196%,0%,0%,0%,84%
000370386000030,WOS:000370386000030,2000-2018,5,5,88%,170%,88%,0%,0%,38%,81%
000370386000031,WOS:000370386000031,2000-2018,5,5,85%,85%,85%,0%,0%,17%,97%
000370429900001,WOS:000370429900001,2000-2018,6,6,64%,116%,64%,0%,0%,40%,92%
000370445600021,WOS:000370445600021,2000-2018,2,2,30%,152%,30%,0%,0%,60%,77%
000370457800022,WOS:000370457800022,2000-2018,7,7,100%,100%,100%,0%,0%,0%,83%
000370459400024,WOS:000370459400024,2000-2018,12,12,233%,179%,233%,0%,0%,33%,87%
000370459400025,WOS:000370459400025,2000-2018,2,2,29%,71%,29%,0%,0%,0%,80%
000370537000003,WOS:000370537000003,2000-2018,8,8,140%,173%,140%,0%,0%,11%,98%
000370547000001,WOS:000370547000001,2000-2018,2,2,29%,138%,29%,0%,0%,60%,89%
000370547000002,WOS:000370547000002,2000-2018,4,4,94%,94%,94%,0%,0%,33%,76%
000370547000003,WOS:000370547000003,2000-2018,14,14,217%,129%,217%,21%,0%,22%,86%
000370547000004,WOS:000370547000004,2000-2018,3,3,60%,60%,60%,0%,0%,25%,95%
000370547000005,WOS:000370547000005,2000-2018,5,5,64%,45%,64%,0%,0%,0%,90%
000370547000006,WOS:000370547000006,2000-2018,5,5,71%,138%,71%,0%,0%,17%,94%
000370547000007,WOS:000370547000007,2000-2018,1,1,25%,59%,25%,0%,0%,75%,88%
000370547000008,WOS:000370547000008,2000-2018,3,3,51%,34%,51%,0%,0%,0%,92%
000370547000009,WOS:000370547000009,2000-2018,11,11,225%,225%,225%,0%,0%,0%,96%
000370568600006,WOS:000370568600006,2000-2018,3,3,43%,43%,43%,0%,0%,50%,54%
000370620300044,WOS:000370620300044,2000-2018,20,20,141%,141%,141%,0%,0%,5%,81%
000370623400003,WOS:000370623400003,2000-2018,5,5,118%,118%,118%,0%,0%,29%,85%
000370700400001,WOS:000370700400001,2000-2018,3,3,32%,93%,32%,0%,0%,50%,87%
000370745000002,WOS:000370745000002,2000-2018,1,1,8%,48%,8%,0%,0%,83%,94%
000370745000003,WOS:000370745000003,2000-2018,0,0,0%,0%,0%,0%,100%,100%,97%
000370745000004,WOS:000370745000004,2000-2018,2,2,20%,49%,20%,0%,0%,33%,100%
000370745000005,WOS:000370745000005,2000-2018,14,14,140%,49%,140%,0%,0%,7%,100%
000370745000006,WOS:000370745000006,2000-2018,2,2,24%,36%,24%,0%,0%,0%,100%
000370745000007,WOS:000370745000007,2000-2018,19,19,158%,48%,158%,0%,0%,24%,90%
000370745000008,WOS:000370745000008,2000-2018,0,0,0%,0%,0%,0%,100%,100%,79%
000370745000009,WOS:000370745000009,2000-2018,4,4,68%,68%,68%,0%,0%,20%,96%
000370745000010,WOS:000370745000010,2000-2018,3,3,43%,43%,43%,0%,0%,79%,96%
000370745000011,WOS:000370745000011,2000-2018,1,1,10%,18%,10%,0%,0%,0%,93%
000370745000012,WOS:000370745000012,2000-2018,1,1,10%,18%,10%,0%,0%,50%,96%
000370745000013,WOS:000370745000013,2000-2018,24,24,220%,220%,220%,28%,0%,20%,100%
000370880700016,WOS:000370880700016,2000-2018,10,10,155%,155%,155%,0%,0%,9%,89%
000370894700008,WOS:000370894700008,2000-2018,2,2,36%,72%,36%,0%,0%,50%,90%
000370903800013,WOS:000370903800013,2000-2018,5,5,64%,77%,64%,0%,0%,17%,92%
000370903800017,WOS:000370903800017,2000-2018,7,7,48%,56%,48%,0%,0%,65%,90%
000370972500004,WOS:000370972500004,2000-2018,21,21,174%,135%,174%,0%,0%,16%,95%
