UT,Label,Period,tcs,mcs,mncs,mnjs,tncs,pp_top_perc,pp_uncited,prop_self_cits,int_cov
000285486000088,WOS:000285486000088,2000-2018,14,14,60%,168%,60%,0%,0%,13%,85%
000285486000093,WOS:000285486000093,2000-2018,12,12,39%,175%,39%,0%,0%,45%,91%
000285486000097,WOS:000285486000097,2000-2018,49,49,175%,175%,175%,0%,0%,22%,96%
000285486000098,WOS:000285486000098,2000-2018,74,74,274%,350%,274%,100%,0%,14%,92%
000285486000099,WOS:000285486000099,2000-2018,65,65,211%,175%,211%,100%,0%,33%,95%
000285527100002,WOS:000285527100002,2000-2018,14,14,32%,53%,32%,0%,0%,18%,78%
000285527100003,WOS:000285527100003,2000-2018,3,3,7%,13%,7%,0%,0%,0%,92%
000285527100004,WOS:000285527100004,2000-2018,18,18,93%,106%,93%,0%,0%,28%,78%
000285527100005,WOS:000285527100005,2000-2018,10,10,30%,40%,30%,0%,0%,9%,97%
000285527100006,WOS:000285527100006,2000-2018,21,21,62%,44%,62%,0%,0%,22%,99%
000285527100007,WOS:000285527100007,2000-2018,5,5,21%,73%,21%,0%,0%,55%,95%
000285527100008,WOS:000285527100008,2000-2018,8,8,34%,73%,34%,0%,0%,33%,93%
000285527100009,WOS:000285527100009,2000-2018,17,17,64%,64%,64%,0%,0%,11%,97%
000285527100010,WOS:000285527100010,2000-2018,2,2,17%,63%,17%,0%,0%,67%,98%
000285527100011,WOS:000285527100011,2000-2018,4,4,9%,9%,9%,0%,0%,60%,93%
000285527100012,WOS:000285527100012,2000-2018,4,4,15%,87%,15%,0%,0%,60%,88%
000285527100013,WOS:000285527100013,2000-2018,15,15,46%,40%,46%,0%,0%,12%,100%
000285578000025,WOS:000285578000025,2000-2018,78,78,179%,60%,179%,0%,0%,10%,88%
000285625000021,WOS:000285625000021,2000-2018,12,12,90%,199%,90%,0%,0%,61%,86%
000285692900008,WOS:000285692900008,2000-2018,49,49,107%,101%,107%,0%,0%,9%,95%
000285702100002,WOS:000285702100002,2000-2018,3,3,15%,13%,15%,0%,0%,0%,96%
000285796000007,WOS:000285796000007,2000-2018,4,4,16%,10%,16%,0%,0%,0%,98%
000285840400006,WOS:000285840400006,2000-2018,53,53,58%,16%,58%,0%,0%,5%,85%
000285845300021,WOS:000285845300021,2000-2018,20,20,78%,197%,78%,0%,0%,26%,93%
000285915000067,WOS:000285915000067,2000-2018,173,173,1249%,1249%,1249%,100%,0%,13%,96%
000286005100012,WOS:000286005100012,2000-2018,17,17,134%,134%,134%,0%,0%,19%,89%
000286009100001,WOS:000286009100001,2000-2018,25,25,57%,64%,57%,0%,0%,22%,88%
000286009100002,WOS:000286009100002,2000-2018,89,89,155%,230%,155%,0%,0%,2%,96%
000286009100003,WOS:000286009100003,2000-2018,20,20,69%,136%,69%,0%,0%,0%,74%
000286009100004,WOS:000286009100004,2000-2018,82,82,277%,161%,277%,100%,0%,10%,93%
000286009100005,WOS:000286009100005,2000-2018,20,20,54%,75%,54%,0%,0%,0%,92%
000286009100006,WOS:000286009100006,2000-2018,57,57,197%,136%,197%,0%,0%,17%,83%
000286009100007,WOS:000286009100007,2000-2018,62,62,97%,53%,97%,0%,0%,23%,97%
000286009100008,WOS:000286009100008,2000-2018,37,37,85%,64%,85%,0%,0%,0%,90%
000286009100009,WOS:000286009100009,2000-2018,31,31,121%,123%,121%,0%,0%,3%,98%
000286074100003,WOS:000286074100003,2000-2018,1,1,4%,30%,4%,0%,0%,67%,97%
000286117700011,WOS:000286117700011,2000-2018,30,30,215%,108%,215%,43%,0%,14%,86%
000286139100007,WOS:000286139100007,2000-2018,111,111,380%,250%,380%,100%,0%,16%,93%
000286217100009,WOS:000286217100009,2000-2018,36,36,133%,132%,133%,0%,0%,10%,98%
000286248900001,WOS:000286248900001,2000-2018,11,11,60%,60%,60%,0%,0%,0%,86%
000286281300007,WOS:000286281300007,2000-2018,38,38,136%,136%,136%,0%,0%,19%,83%
000286281300014,WOS:000286281300014,2000-2018,31,31,100%,143%,100%,0%,0%,21%,97%
000286302000068,WOS:000286302000068,2000-2018,70,70,389%,430%,389%,100%,0%,13%,93%
000286302000071,WOS:000286302000071,2000-2018,687,687,2544%,350%,2544%,100%,0%,12%,90%
000286302000075,WOS:000286302000075,2000-2018,43,43,139%,175%,139%,0%,0%,9%,86%
000286406900013,WOS:000286406900013,2000-2018,66,66,226%,111%,226%,42%,0%,12%,84%
000286495800053,WOS:000286495800053,2000-2018,60,60,195%,175%,195%,100%,0%,6%,96%
000286513100009,WOS:000286513100009,2000-2018,60,60,222%,99%,222%,100%,0%,9%,97%
000286560500002,WOS:000286560500002,2000-2018,3,3,13%,139%,13%,0%,0%,73%,85%
000286655600033,WOS:000286655600033,2000-2018,4,4,27%,203%,27%,0%,0%,33%,94%
000286661400012,WOS:000286661400012,2000-2018,27,27,88%,66%,88%,0%,0%,27%,80%
000286697400015,WOS:000286697400015,2000-2018,6,6,10%,58%,10%,0%,0%,0%,100%
000286699000005,WOS:000286699000005,2000-2018,54,54,324%,324%,324%,100%,0%,24%,91%
000286858000009,WOS:000286858000009,2000-2018,30,30,97%,72%,97%,0%,0%,3%,82%
000286986200011,WOS:000286986200011,2000-2018,48,48,140%,237%,140%,0%,0%,14%,88%
000286994500026,WOS:000286994500026,2000-2018,3,3,9%,62%,9%,0%,0%,25%,95%
000287008900032,WOS:000287008900032,2000-2018,49,49,190%,97%,190%,0%,0%,8%,88%
000287008900038,WOS:000287008900038,2000-2018,162,162,600%,350%,600%,100%,0%,5%,90%
000287008900041,WOS:000287008900041,2000-2018,66,66,285%,168%,285%,100%,0%,12%,96%
000287017200013,WOS:000287017200013,2000-2018,19,19,70%,50%,70%,0%,0%,5%,100%
000287028400001,WOS:000287028400001,2000-2018,72,72,210%,95%,210%,0%,0%,10%,94%
000287028400002,WOS:000287028400002,2000-2018,37,37,108%,95%,108%,0%,0%,12%,93%
000287028400003,WOS:000287028400003,2000-2018,8,8,30%,87%,30%,0%,0%,27%,94%
000287028400004,WOS:000287028400004,2000-2018,6,6,19%,63%,19%,0%,0%,54%,92%
000287028400005,WOS:000287028400005,2000-2018,29,29,125%,101%,125%,0%,0%,22%,96%
000287028400006,WOS:000287028400006,2000-2018,15,15,71%,111%,71%,0%,0%,42%,92%
000287028400007,WOS:000287028400007,2000-2018,62,62,251%,142%,251%,100%,0%,5%,82%
000287028400008,WOS:000287028400008,2000-2018,22,22,136%,311%,136%,0%,0%,21%,88%
000287065900018,WOS:000287065900018,2000-2018,27,27,105%,130%,105%,0%,0%,18%,96%
000287086800001,WOS:000287086800001,2000-2018,7,7,38%,97%,38%,0%,0%,13%,77%
000287171300005,WOS:000287171300005,2000-2018,3,3,19%,9%,19%,0%,0%,50%,76%
000287191600006,WOS:000287191600006,2000-2018,0,0,0%,39%,0%,0%,100%,100%,90%
000287202000001,WOS:000287202000001,2000-2018,13,13,76%,76%,76%,0%,0%,41%,95%
000287224200012,WOS:000287224200012,2000-2018,26,26,101%,70%,101%,0%,0%,10%,85%
000287277900010,WOS:000287277900010,2000-2018,16,16,52%,80%,52%,0%,0%,0%,93%
000287312200013,WOS:000287312200013,2000-2018,18,18,56%,72%,56%,0%,0%,5%,93%
000287392400015,WOS:000287392400015,2000-2018,41,41,89%,146%,89%,0%,0%,27%,94%
000287428400001,WOS:000287428400001,2000-2018,11,11,22%,22%,22%,0%,0%,27%,96%
000287428400002,WOS:000287428400002,2000-2018,34,34,172%,172%,172%,0%,0%,19%,94%
000287428400003,WOS:000287428400003,2000-2018,50,50,193%,116%,193%,0%,0%,29%,98%
000287428400004,WOS:000287428400004,2000-2018,35,35,165%,52%,165%,0%,0%,15%,100%
000287428400005,WOS:000287428400005,2000-2018,2,2,9%,9%,9%,0%,0%,82%,88%
000287428400006,WOS:000287428400006,2000-2018,4,4,15%,116%,15%,0%,0%,50%,93%
000287428400007,WOS:000287428400007,2000-2018,17,17,147%,78%,147%,0%,0%,26%,91%
000287428400008,WOS:000287428400008,2000-2018,1,1,8%,8%,8%,0%,0%,67%,93%
000287428400009,WOS:000287428400009,2000-2018,0,0,0%,59%,0%,0%,100%,100%,89%
000287428400010,WOS:000287428400010,2000-2018,47,47,102%,96%,102%,0%,0%,2%,90%
000287428400011,WOS:000287428400011,2000-2018,11,11,52%,52%,52%,0%,0%,0%,98%
000287428400012,WOS:000287428400012,2000-2018,4,4,11%,11%,11%,0%,0%,0%,98%
000287428400013,WOS:000287428400013,2000-2018,7,7,27%,116%,27%,0%,0%,0%,98%
000287488100001,WOS:000287488100001,2000-2018,71,71,207%,153%,207%,0%,0%,8%,92%
000287556200029,WOS:000287556200029,2000-2018,99,99,482%,320%,482%,100%,0%,12%,88%
000287556200032,WOS:000287556200032,2000-2018,13,13,58%,148%,58%,0%,0%,24%,87%
000287657500032,WOS:000287657500032,2000-2018,29,29,99%,145%,99%,0%,0%,15%,87%
000287670100008,WOS:000287670100008,2000-2018,56,56,207%,193%,207%,0%,0%,7%,94%
000287764100002,WOS:000287764100002,2000-2018,8,8,29%,72%,29%,0%,0%,27%,94%
000287766900006,WOS:000287766900006,2000-2018,1,1,4%,4%,4%,0%,0%,0%,94%
000287804500018,WOS:000287804500018,2000-2018,25,25,107%,90%,107%,0%,0%,24%,100%
000287822000005,WOS:000287822000005,2000-2018,83,83,322%,203%,322%,100%,0%,9%,89%
000287906500009,WOS:000287906500009,2000-2018,37,37,144%,78%,144%,0%,0%,31%,80%
000287906500010,WOS:000287906500010,2000-2018,62,62,270%,248%,270%,100%,0%,11%,78%
000287909900016,WOS:000287909900016,2000-2018,2,2,8%,115%,8%,0%,0%,0%,98%
000287909900027,WOS:000287909900027,2000-2018,28,28,82%,110%,82%,0%,0%,22%,88%
000288160500024,WOS:000288160500024,2000-2018,81,81,300%,193%,300%,100%,0%,32%,91%
000288160500034,WOS:000288160500034,2000-2018,89,89,613%,888%,613%,100%,0%,5%,89%
000288193400011,WOS:000288193400011,2000-2018,93,93,435%,344%,435%,100%,0%,31%,89%
000288247800002,WOS:000288247800002,2000-2018,6,6,34%,185%,34%,0%,0%,45%,96%
000288247800013,WOS:000288247800013,2000-2018,2,2,11%,185%,11%,0%,0%,71%,98%
000288275800001,WOS:000288275800001,2000-2018,41,41,96%,85%,96%,0%,0%,16%,78%
000288275800002,WOS:000288275800002,2000-2018,42,42,204%,122%,204%,0%,0%,24%,95%
000288275800003,WOS:000288275800003,2000-2018,16,16,59%,87%,59%,0%,0%,36%,87%
000288275800004,WOS:000288275800004,2000-2018,32,32,151%,111%,151%,0%,0%,32%,93%
000288275800005,WOS:000288275800005,2000-2018,12,12,86%,86%,86%,0%,0%,40%,97%
000288275800006,WOS:000288275800006,2000-2018,20,20,43%,41%,43%,0%,0%,9%,93%
000288275800007,WOS:000288275800007,2000-2018,6,6,33%,31%,33%,0%,0%,54%,82%
000288275800008,WOS:000288275800008,2000-2018,9,9,20%,41%,20%,0%,0%,47%,100%
000288298500005,WOS:000288298500005,2000-2018,88,88,380%,121%,380%,100%,0%,0%,89%
000288298500015,WOS:000288298500015,2000-2018,18,18,113%,113%,113%,0%,0%,10%,55%
000288301700013,WOS:000288301700013,2000-2018,36,36,105%,105%,105%,0%,0%,14%,96%
000288313800031,WOS:000288313800031,2000-2018,51,51,241%,99%,241%,100%,0%,15%,95%
000288313800052,WOS:000288313800052,2000-2018,9,9,51%,62%,51%,0%,0%,0%,94%
000288331700009,WOS:000288331700009,2000-2018,11,11,69%,123%,69%,0%,0%,35%,88%
000288418200008,WOS:000288418200008,2000-2018,68,68,148%,148%,148%,0%,0%,27%,76%
000288493600004,WOS:000288493600004,2000-2018,62,62,292%,179%,292%,100%,0%,7%,89%
000288564100004,WOS:000288564100004,2000-2018,88,88,191%,126%,191%,0%,0%,3%,96%
000288591100003,WOS:000288591100003,2000-2018,14,14,54%,132%,54%,0%,0%,18%,82%
000288591100007,WOS:000288591100007,2000-2018,11,11,43%,71%,43%,0%,0%,8%,94%
000288724600002,WOS:000288724600002,2000-2018,13,13,75%,75%,75%,0%,0%,7%,100%
000288730300008,WOS:000288730300008,2000-2018,50,50,162%,80%,162%,0%,0%,17%,93%
000288736500018,WOS:000288736500018,2000-2018,110,110,239%,323%,239%,100%,0%,13%,96%
000288757700013,WOS:000288757700013,2000-2018,4,4,31%,125%,31%,0%,0%,43%,87%
000288843500033,WOS:000288843500033,2000-2018,78,78,283%,239%,283%,100%,0%,9%,80%
000288852800010,WOS:000288852800010,2000-2018,45,45,146%,125%,146%,0%,0%,8%,87%
000288857200043,WOS:000288857200043,2000-2018,11,11,49%,281%,49%,0%,0%,8%,100%
000288885000002,WOS:000288885000002,2000-2018,1,1,5%,12%,5%,0%,0%,50%,76%
000288914500003,WOS:000288914500003,2000-2018,3,3,10%,10%,10%,0%,0%,0%,43%
000288914800013,WOS:000288914800013,2000-2018,11,11,40%,58%,40%,0%,0%,39%,88%
000288952600004,WOS:000288952600004,2000-2018,1,1,4%,58%,4%,0%,0%,0%,95%
000289016300014,WOS:000289016300014,2000-2018,70,70,227%,95%,227%,100%,0%,9%,80%
000289058300017,WOS:000289058300017,2000-2018,9,9,32%,72%,32%,0%,0%,18%,91%
000289062000002,WOS:000289062000002,2000-2018,35,35,194%,297%,194%,0%,0%,17%,95%
000289063000001,WOS:000289063000001,2000-2018,42,42,259%,215%,259%,0%,0%,16%,100%
000289169000008,WOS:000289169000008,2000-2018,90,90,197%,250%,197%,0%,0%,8%,80%
000289182000001,WOS:000289182000001,2000-2018,38,38,71%,71%,71%,0%,0%,5%,84%
000289182000002,WOS:000289182000002,2000-2018,15,15,44%,59%,44%,0%,0%,40%,93%
000289182000003,WOS:000289182000003,2000-2018,31,31,147%,52%,147%,0%,0%,16%,98%
000289182000004,WOS:000289182000004,2000-2018,11,11,52%,52%,52%,0%,0%,54%,96%
000289182000005,WOS:000289182000005,2000-2018,0,0,0%,0%,0%,0%,100%,100%,94%
000289182000006,WOS:000289182000006,2000-2018,18,18,64%,55%,64%,0%,0%,10%,89%
000289182000007,WOS:000289182000007,2000-2018,33,33,72%,96%,72%,0%,0%,6%,92%
000289182000008,WOS:000289182000008,2000-2018,2,2,17%,78%,17%,0%,0%,60%,94%
000289182000009,WOS:000289182000009,2000-2018,8,8,69%,78%,69%,0%,0%,27%,96%
000289182000010,WOS:000289182000010,2000-2018,14,14,134%,96%,134%,0%,0%,56%,84%
000289182000011,WOS:000289182000011,2000-2018,15,15,49%,49%,49%,0%,0%,29%,94%
000289182000012,WOS:000289182000012,2000-2018,17,17,71%,71%,71%,0%,0%,11%,92%
000289182000013,WOS:000289182000013,2000-2018,14,14,50%,55%,50%,0%,0%,26%,98%
000289182000014,WOS:000289182000014,2000-2018,6,6,58%,96%,58%,0%,0%,50%,100%
000289247200005,WOS:000289247200005,2000-2018,7,7,32%,73%,32%,0%,0%,0%,84%
000289303300001,WOS:000289303300001,2000-2018,23,23,53%,54%,53%,0%,0%,12%,96%
000289304900001,WOS:000289304900001,2000-2018,8,8,21%,30%,21%,0%,0%,0%,87%
000289308200001,WOS:000289308200001,2000-2018,28,28,109%,128%,109%,0%,0%,10%,98%
000289325900014,WOS:000289325900014,2000-2018,18,18,70%,78%,70%,0%,0%,18%,91%
000289395100027,WOS:000289395100027,2000-2018,16,16,62%,127%,62%,0%,0%,27%,93%
000289413600067,WOS:000289413600067,2000-2018,201,201,1116%,1116%,1116%,100%,0%,7%,87%
000289418800001,WOS:000289418800001,2000-2018,58,58,250%,126%,250%,100%,0%,0%,93%
000289420300001,WOS:000289420300001,2000-2018,24,24,117%,61%,117%,0%,0%,40%,85%
000289454900030,WOS:000289454900030,2000-2018,27,27,88%,175%,88%,0%,0%,7%,80%
000289454900036,WOS:000289454900036,2000-2018,64,64,187%,179%,187%,0%,0%,4%,90%
000289458800026,WOS:000289458800026,2000-2018,32,32,119%,99%,119%,0%,0%,26%,92%
000289560100010,WOS:000289560100010,2000-2018,187,187,306%,243%,306%,100%,0%,8%,91%
000289729500002,WOS:000289729500002,2000-2018,12,12,47%,47%,47%,0%,0%,14%,89%
000289729500003,WOS:000289729500003,2000-2018,35,35,113%,95%,113%,0%,0%,22%,96%
000289729500004,WOS:000289729500004,2000-2018,29,29,94%,95%,94%,0%,0%,3%,94%
000289729500005,WOS:000289729500005,2000-2018,35,35,142%,147%,142%,0%,0%,17%,86%
000289729500006,WOS:000289729500006,2000-2018,22,22,79%,159%,79%,0%,0%,15%,86%
000289729500007,WOS:000289729500007,2000-2018,20,20,86%,91%,86%,0%,0%,17%,95%
000289729500008,WOS:000289729500008,2000-2018,14,14,54%,54%,54%,0%,0%,13%,91%
000289729500009,WOS:000289729500009,2000-2018,70,70,227%,95%,227%,100%,0%,11%,94%
000289729500010,WOS:000289729500010,2000-2018,43,43,174%,147%,174%,0%,0%,4%,95%
000289729500011,WOS:000289729500011,2000-2018,21,21,68%,95%,68%,0%,0%,13%,87%
000289729500012,WOS:000289729500012,2000-2018,13,13,92%,131%,92%,0%,0%,13%,92%
000289729500013,WOS:000289729500013,2000-2018,43,43,139%,95%,139%,0%,0%,19%,90%
000289729500014,WOS:000289729500014,2000-2018,21,21,214%,214%,214%,0%,0%,25%,74%
000289729500015,WOS:000289729500015,2000-2018,12,12,39%,95%,39%,0%,0%,0%,82%
000289729500016,WOS:000289729500016,2000-2018,64,64,384%,276%,384%,100%,0%,4%,96%
000289760100010,WOS:000289760100010,2000-2018,38,38,123%,100%,123%,0%,0%,0%,94%
000289761600004,WOS:000289761600004,2000-2018,39,39,126%,100%,126%,0%,0%,5%,87%
000289761600016,WOS:000289761600016,2000-2018,35,35,216%,243%,216%,0%,0%,19%,86%
000290015800008,WOS:000290015800008,2000-2018,7,7,131%,206%,131%,0%,0%,36%,63%
000290024700087,WOS:000290024700087,2000-2018,12,12,83%,181%,83%,0%,0%,8%,97%
000290024700132,WOS:000290024700132,2000-2018,2,2,10%,175%,10%,0%,0%,0%,93%
000290029000002,WOS:000290029000002,2000-2018,12,12,39%,54%,39%,0%,0%,33%,94%
000290029000005,WOS:000290029000005,2000-2018,51,51,83%,83%,83%,0%,0%,24%,93%
000290056200010,WOS:000290056200010,2000-2018,38,38,123%,123%,123%,0%,0%,19%,98%
000290056200012,WOS:000290056200012,2000-2018,1,1,6%,94%,6%,0%,0%,0%,88%
000290081900018,WOS:000290081900018,2000-2018,43,43,185%,168%,185%,0%,0%,31%,62%
000290081900019,WOS:000290081900019,2000-2018,10,10,16%,95%,16%,0%,0%,38%,84%
000290081900028,WOS:000290081900028,2000-2018,32,32,138%,168%,138%,0%,0%,6%,95%
000290131700002,WOS:000290131700002,2000-2018,14,14,50%,50%,50%,0%,0%,18%,87%
000290169500017,WOS:000290169500017,2000-2018,15,15,103%,112%,103%,0%,0%,6%,100%
000290195100013,WOS:000290195100013,2000-2018,44,44,178%,80%,178%,0%,0%,4%,95%
000290238100011,WOS:000290238100011,2000-2018,44,44,82%,43%,82%,0%,0%,8%,74%
000290302700019,WOS:000290302700019,2000-2018,22,22,89%,320%,89%,0%,0%,4%,100%
000290322600006,WOS:000290322600006,2000-2018,56,56,182%,182%,182%,0%,0%,2%,94%
000290445800003,WOS:000290445800003,2000-2018,16,16,26%,91%,26%,0%,0%,58%,95%
000290453400007,WOS:000290453400007,2000-2018,28,28,121%,121%,121%,0%,0%,7%,95%
000290473000011,WOS:000290473000011,2000-2018,2,2,9%,99%,9%,0%,0%,60%,91%
000290473000012,WOS:000290473000012,2000-2018,84,84,362%,109%,362%,100%,0%,15%,94%
000290473000015,WOS:000290473000015,2000-2018,18,18,78%,109%,78%,0%,0%,5%,99%
000290473000018,WOS:000290473000018,2000-2018,49,49,181%,120%,181%,0%,0%,18%,96%
000290553800032,WOS:000290553800032,2000-2018,36,36,78%,112%,78%,0%,0%,0%,90%
000290604400012,WOS:000290604400012,2000-2018,22,22,95%,73%,95%,0%,0%,19%,95%
000290617500015,WOS:000290617500015,2000-2018,27,27,88%,319%,88%,0%,0%,21%,96%
000290649200014,WOS:000290649200014,2000-2018,41,41,439%,439%,439%,100%,0%,18%,93%
000290649200032,WOS:000290649200032,2000-2018,49,49,159%,100%,159%,0%,0%,18%,96%
000290649200043,WOS:000290649200043,2000-2018,36,36,117%,100%,117%,0%,0%,25%,88%
000290649200060,WOS:000290649200060,2000-2018,13,13,75%,68%,75%,0%,0%,0%,90%
000290649300005,WOS:000290649300005,2000-2018,180,180,584%,175%,584%,100%,0%,7%,94%
000290649300034,WOS:000290649300034,2000-2018,88,88,144%,95%,144%,0%,0%,21%,84%
000290649300048,WOS:000290649300048,2000-2018,58,58,188%,175%,188%,0%,0%,5%,85%
000290649300060,WOS:000290649300060,2000-2018,29,29,200%,273%,200%,0%,0%,19%,95%
000290649300082,WOS:000290649300082,2000-2018,27,27,88%,175%,88%,0%,0%,0%,90%
000290649300085,WOS:000290649300085,2000-2018,23,23,103%,148%,103%,0%,0%,36%,92%
000290649300097,WOS:000290649300097,2000-2018,111,111,324%,179%,324%,100%,0%,10%,94%
000290649300098,WOS:000290649300098,2000-2018,21,21,124%,189%,124%,0%,0%,34%,90%
000290770600003,WOS:000290770600003,2000-2018,3,3,9%,14%,9%,0%,0%,0%,94%
000290771200003,WOS:000290771200003,2000-2018,28,28,179%,147%,179%,0%,0%,3%,95%
000290772700008,WOS:000290772700008,2000-2018,3,3,21%,94%,21%,0%,0%,0%,89%
000290793400026,WOS:000290793400026,2000-2018,35,35,136%,76%,136%,0%,0%,22%,89%
000290793400032,WOS:000290793400032,2000-2018,2,2,5%,91%,5%,0%,0%,50%,87%
000290818600032,WOS:000290818600032,2000-2018,39,39,142%,398%,142%,0%,0%,28%,82%
000290853300012,WOS:000290853300012,2000-2018,212,212,687%,500%,687%,100%,0%,7%,94%
000290886300012,WOS:000290886300012,2000-2018,17,17,117%,210%,117%,0%,0%,0%,88%
000290926100016,WOS:000290926100016,2000-2018,82,82,178%,323%,178%,0%,0%,16%,85%
000290967600001,WOS:000290967600001,2000-2018,79,79,487%,311%,487%,100%,0%,5%,91%
000290967600002,WOS:000290967600002,2000-2018,15,15,49%,63%,49%,0%,0%,40%,86%
000290967600003,WOS:000290967600003,2000-2018,71,71,146%,146%,146%,0%,0%,0%,74%
000290967600004,WOS:000290967600004,2000-2018,32,32,147%,147%,147%,0%,0%,18%,95%
000290967600005,WOS:000290967600005,2000-2018,18,18,78%,101%,78%,0%,0%,33%,94%
000290967600006,WOS:000290967600006,2000-2018,7,7,39%,39%,39%,0%,0%,0%,89%
000290967600007,WOS:000290967600007,2000-2018,34,34,110%,63%,110%,0%,0%,24%,94%
000290967600008,WOS:000290967600008,2000-2018,8,8,32%,142%,32%,0%,0%,11%,98%
000290967600009,WOS:000290967600009,2000-2018,23,23,82%,66%,82%,0%,0%,12%,94%
000290967600010,WOS:000290967600010,2000-2018,10,10,39%,67%,39%,0%,0%,29%,94%
000290969600011,WOS:000290969600011,2000-2018,46,46,157%,91%,157%,0%,0%,12%,96%
000291025300007,WOS:000291025300007,2000-2018,11,11,36%,80%,36%,0%,0%,0%,82%
000291038600005,WOS:000291038600005,2000-2018,71,71,263%,81%,263%,100%,0%,14%,93%
000291038600008,WOS:000291038600008,2000-2018,24,24,78%,64%,78%,0%,0%,11%,90%
000291038600022,WOS:000291038600022,2000-2018,29,29,107%,81%,107%,0%,0%,33%,98%
000291038600023,WOS:000291038600023,2000-2018,12,12,44%,81%,44%,0%,0%,8%,100%
000291052500025,WOS:000291052500025,2000-2018,24,24,70%,114%,70%,0%,0%,11%,90%
000291144900007,WOS:000291144900007,2000-2018,48,48,207%,109%,207%,0%,0%,8%,87%
000291144900017,WOS:000291144900017,2000-2018,12,12,51%,99%,51%,0%,0%,14%,98%
000291198800004,WOS:000291198800004,2000-2018,7,7,45%,18%,45%,0%,0%,13%,97%
000291264000006,WOS:000291264000006,2000-2018,6,6,45%,73%,45%,0%,0%,33%,70%
000291292500012,WOS:000291292500012,2000-2018,35,35,113%,113%,113%,0%,0%,17%,97%
000291349500001,WOS:000291349500001,2000-2018,26,26,112%,126%,112%,0%,0%,7%,98%
000291367000004,WOS:000291367000004,2000-2018,11,11,58%,239%,58%,0%,0%,8%,86%
000291380300008,WOS:000291380300008,2000-2018,30,30,97%,80%,97%,0%,0%,3%,95%
000291413300009,WOS:000291413300009,2000-2018,36,36,214%,214%,214%,100%,0%,14%,76%
000291416100004,WOS:000291416100004,2000-2018,0,0,0%,0%,0%,0%,100%,NULL,100%
000291457500023,WOS:000291457500023,2000-2018,77,77,126%,95%,126%,0%,0%,8%,72%
000291457500037,WOS:000291457500037,2000-2018,14,14,54%,97%,54%,0%,0%,13%,91%
000291457500045,WOS:000291457500045,2000-2018,156,156,673%,168%,673%,100%,0%,12%,96%
000291457500046,WOS:000291457500046,2000-2018,63,63,307%,320%,307%,100%,0%,5%,96%
000291503700024,WOS:000291503700024,2000-2018,23,23,98%,89%,98%,0%,0%,26%,100%
000291512000005,WOS:000291512000005,2000-2018,5,5,69%,69%,69%,0%,0%,17%,78%
000291534300008,WOS:000291534300008,2000-2018,8,8,49%,31%,49%,0%,0%,33%,88%
000291543100001,WOS:000291543100001,2000-2018,13,13,62%,105%,62%,0%,0%,0%,91%
000291543100002,WOS:000291543100002,2000-2018,73,73,237%,95%,237%,100%,0%,9%,93%
000291543100003,WOS:000291543100003,2000-2018,19,19,62%,95%,62%,0%,0%,27%,94%
000291543100004,WOS:000291543100004,2000-2018,31,31,148%,105%,148%,0%,0%,14%,69%
000291543100005,WOS:000291543100005,2000-2018,17,17,37%,78%,37%,0%,0%,0%,83%
000291543100006,WOS:000291543100006,2000-2018,23,23,50%,78%,50%,0%,0%,15%,84%
000291543100007,WOS:000291543100007,2000-2018,44,44,96%,78%,96%,0%,0%,6%,93%
000291543100008,WOS:000291543100008,2000-2018,6,6,30%,30%,30%,0%,0%,0%,91%
000291543100009,WOS:000291543100009,2000-2018,15,15,83%,83%,83%,0%,0%,17%,86%
000291543100010,WOS:000291543100010,2000-2018,21,21,62%,62%,62%,0%,0%,16%,95%
000291543100011,WOS:000291543100011,2000-2018,178,178,243%,243%,243%,0%,0%,2%,91%
000291543600001,WOS:000291543600001,2000-2018,14,14,52%,94%,52%,0%,0%,58%,96%
000291543600002,WOS:000291543600002,2000-2018,36,36,136%,136%,136%,0%,0%,5%,96%
000291543600003,WOS:000291543600003,2000-2018,19,19,62%,95%,62%,0%,0%,0%,85%
000291543600004,WOS:000291543600004,2000-2018,22,22,71%,95%,71%,0%,0%,24%,85%
000291543600005,WOS:000291543600005,2000-2018,12,12,26%,78%,26%,0%,0%,14%,100%
000291543600006,WOS:000291543600006,2000-2018,57,57,107%,244%,107%,0%,0%,17%,87%
000291543600007,WOS:000291543600007,2000-2018,39,39,144%,94%,144%,0%,0%,20%,100%
000291543600008,WOS:000291543600008,2000-2018,44,44,96%,78%,96%,0%,0%,6%,90%
000291543600009,WOS:000291543600009,2000-2018,16,16,52%,95%,52%,0%,0%,27%,92%
000291543600010,WOS:000291543600010,2000-2018,4,4,13%,95%,13%,0%,0%,33%,97%
000291543600011,WOS:000291543600011,2000-2018,44,44,96%,78%,96%,0%,0%,4%,100%
000291543600012,WOS:000291543600012,2000-2018,50,50,162%,95%,162%,0%,0%,15%,88%
000291543600013,WOS:000291543600013,2000-2018,24,24,56%,56%,56%,0%,0%,17%,92%
000291543600014,WOS:000291543600014,2000-2018,23,23,75%,95%,75%,0%,0%,0%,82%
000291543600015,WOS:000291543600015,2000-2018,16,16,52%,95%,52%,0%,0%,30%,90%
000291559300015,WOS:000291559300015,2000-2018,33,33,128%,203%,128%,0%,0%,21%,97%
000291562900001,WOS:000291562900001,2000-2018,116,116,190%,91%,190%,0%,0%,15%,94%
